[00:09.980 --> 00:10.980]  Oh, nice.
[02:53:51.550 --> 02:53:52.050]  Yeah.
[02:53:53.790 --> 02:53:58.670]  And I think his reasoning behind that was he got a pack of the Gosney from Kevin Jodry
[02:53:58.670 --> 02:54:03.710]  as well and some Maroof Red preservation project.
[02:54:04.350 --> 02:54:13.070]  Both of those pure Afghani lines are from the Durand line project in 2020.
[02:54:14.190 --> 02:54:16.990]  The Afghan heirloom preservation project.
[02:54:16.990 --> 02:54:24.110]  So I believe while he was doing open preservations and outcrosses of those lines, he was, so
[02:54:24.110 --> 02:54:26.190]  he's done a lot of work this season, I'm saying.
[02:54:27.390 --> 02:54:32.110]  But I think he was doing the open pollination on the Soto because he was also doing some
[02:54:32.110 --> 02:54:37.710]  preservation work elsewhere and the intention of the Soto was community and preservation
[02:54:37.710 --> 02:54:38.430]  and finding stuff.
[02:54:38.750 --> 02:54:46.190]  So I don't think he necessarily selected other than what he personally thought was
[02:54:47.710 --> 02:54:48.670]  something special.
[02:54:48.670 --> 02:54:51.070]  And then the open pollination of the males.
[02:54:52.510 --> 02:54:55.070]  To open it up and let everybody look at it.
[02:54:55.070 --> 02:54:58.110]  I recently, yeah, I recently did that with.
[02:54:58.110 --> 02:55:00.430]  Yeah, we do a lot of mandling of these gene pools, right?
[02:55:00.430 --> 02:55:06.430]  Like we do a lot of F2s and F3s and F4s and we do select these traits that we know and
[02:55:06.510 --> 02:55:08.510]  we love and we're trying to keep around.
[02:55:08.510 --> 02:55:12.510]  But as we know the gene pools, like we also want to open some back up too.
[02:55:12.510 --> 02:55:18.750]  Yeah, like there's other things there that are viable and valuable and you know, it might
[02:55:18.750 --> 02:55:23.390]  not be what we want this time around, but we got to leave it there for dipping back
[02:55:23.390 --> 02:55:25.950]  into or letting somebody else carry that torch, you know?
[02:55:27.390 --> 02:55:27.950]  Yeah.
[02:55:27.950 --> 02:55:30.350]  And we need to, that's the whole thing.
[02:55:30.350 --> 02:55:35.550]  I have a pack of the Ghazni and when Kevin handed it out and he only had a few, but he
[02:55:35.630 --> 02:55:38.670]  only had a few because he wanted people to share.
[02:55:38.670 --> 02:55:43.230]  So now I feel like I'm not doing my duty to not like, but we don't want to just grow
[02:55:43.230 --> 02:55:44.750]  it out and find the best pheno.
[02:55:45.550 --> 02:55:50.270]  I almost feel like it's our duty to, because I, you know, I told him and another friend
[02:55:50.270 --> 02:55:54.110]  of ours that, you know, we need to pop this, like we need to do this together or we need
[02:55:54.110 --> 02:55:57.950]  to at least do some open pollination and create the more seeds.
[02:55:57.950 --> 02:56:03.710]  But I think it was really Kevin's intention on the same lines of Dutch's that he wanted
[02:56:03.870 --> 02:56:10.590]  he wanted this to be shared, that this now is open pollinated or at the very least you
[02:56:10.590 --> 02:56:17.950]  keep that best keeper and then, you know, but yeah, this preservation work is very important.
[02:56:17.950 --> 02:56:20.350]  I never used to understand that, you know what I mean?
[02:56:20.350 --> 02:56:25.390]  That, you know, so these breeders are putting in work to make these things work in our different
[02:56:25.390 --> 02:56:26.670]  geographic locations.
[02:56:27.310 --> 02:56:32.830]  And that's, if we can't get our medicine to grow in the areas, it doesn't matter.
[02:56:33.790 --> 02:56:34.910]  You know what strain it is.
[02:56:36.350 --> 02:56:39.790]  So it's great to meld these things together.
[02:56:39.790 --> 02:56:41.550]  Like Cape Medici gave me this thing.
[02:56:41.550 --> 02:56:42.030]  What was that?
[02:56:42.030 --> 02:56:48.910]  The bubble gum cussed to the Friesland or the MOB or whatever, man, it made it was like
[02:56:48.910 --> 02:56:50.830]  yellow from a fresh flower.
[02:56:50.830 --> 02:56:52.830]  I saw him at the bonfire.
[02:56:52.830 --> 02:56:57.310]  Yeah, the bubble gum, MOB, crossed to the Royal Cush 7.
[02:56:58.910 --> 02:56:59.410]  That's a.
[02:57:01.390 --> 02:57:02.670]  You know, and that's another thing.
[02:57:02.670 --> 02:57:03.230]  Special one.
[02:57:04.110 --> 02:57:09.710]  I was at the, you know, I actually told Patrick that a friend of ours, and I hope you don't
[02:57:09.710 --> 02:57:12.030]  mind, Miranda Family Farms, shout out to him.
[02:57:12.030 --> 02:57:13.230]  Yeah, he had Lyme disease.
[02:57:13.870 --> 02:57:20.350]  And, you know, so I know about Nick Rizdan, even though I haven't met the man and he's
[02:57:20.350 --> 02:57:22.750]  amazing, you know, and what he's gone through.
[02:57:22.750 --> 02:57:26.910]  But that Royal 7 can really help us out here for what it's known to do.
[02:57:26.910 --> 02:57:32.910]  So I even said that to, and then Mikey, shout out to Nature Summit.
[02:57:32.910 --> 02:57:33.950]  The knee hands out there.
[02:57:35.790 --> 02:57:38.510]  You know, he had Lyme disease, too.
[02:57:38.510 --> 02:57:43.870]  So I actually, when I went to get those gosney seeds from Kevin, I was up there actually
[02:57:43.870 --> 02:57:49.710]  trying to tell Kevin, send these guys the Royal 7, because even at Wendy, Wendy Kronberg
[02:57:49.710 --> 02:57:54.110]  was like, that's the one at the organic cultivators is like, it's the Royal 7 that's so good.
[02:57:54.110 --> 02:57:56.430]  And I was like, because I couldn't think of which one it was.
[02:57:56.430 --> 02:57:57.150]  I knew it was.
[02:57:57.150 --> 02:58:02.270]  And I was just like, so anyway, I see a potential for that helping us here on the East Coast,
[02:58:02.270 --> 02:58:02.510]  too.
[02:58:02.510 --> 02:58:06.670]  If we can get that to acclimate here, I don't know really much about it.
[02:58:09.070 --> 02:58:13.230]  Well, that's the one that was like magic for Nick, I believe.
[02:58:13.230 --> 02:58:17.630]  And that was in Kentucky, or now he's in Michigan, I believe.
[02:58:17.630 --> 02:58:21.790]  So that's kind of more northern climate, at least.
[02:58:21.790 --> 02:58:22.030]  Yeah.
[02:58:22.670 --> 02:58:23.630]  Well, I know the vicket.
[02:58:23.630 --> 02:58:24.830]  He's killing it with that vicket.
[02:58:24.830 --> 02:58:25.550]  That's amazing.
[02:58:26.270 --> 02:58:28.270]  I want some of that, Rosin.
[02:58:28.990 --> 02:58:30.350]  Numbers on that were unreal.
[02:58:30.910 --> 02:58:36.190]  38% cannabinoids and like 4% turps almost, or maybe even more than that.
[02:58:37.150 --> 02:58:43.230]  Oh, thank you again, Chad, for doing that, the interview with the cornbread, you know.
[02:58:44.830 --> 02:58:48.910]  Yeah, he's hopefully he just came out with another book.
[02:58:48.910 --> 02:58:50.590]  So hopefully I'll get him back on.
[02:58:50.590 --> 02:58:53.550]  But yeah, Mr. Bickett, Joe Keith Bickett.
[02:58:56.110 --> 02:58:57.230]  Yeah, wow.
[02:58:57.230 --> 02:58:58.670]  What a guy, what a story.
[02:58:58.750 --> 02:59:00.350]  But that was Nick.
[02:59:00.350 --> 02:59:01.470]  No, that was when Nick came on.
[02:59:01.470 --> 02:59:04.670]  But that Royal Seven, if it can heal people, we need to grow it.
[02:59:04.670 --> 02:59:08.430]  And I just want to have it in the garden so I could give it away, honestly, or give it
[02:59:08.430 --> 02:59:09.070]  to people I know.
[02:59:09.070 --> 02:59:13.070]  Because it's like, I keep running into all these people, and it's like, oh, you have
[02:59:13.070 --> 02:59:14.430]  Lyme disease, you have Lyme disease.
[02:59:14.430 --> 02:59:17.790]  And it's proven.
[02:59:18.510 --> 02:59:27.230]  I tripped out listening, I think it was FCP, and Nick was talking, and he was on with Ethan
[02:59:27.310 --> 02:59:27.870]  Rousseau.
[02:59:27.870 --> 02:59:32.430]  And it was like, it was so awesome to hear him tell him like, look, doctor, this is
[02:59:32.430 --> 02:59:33.550]  what's helping me.
[02:59:33.550 --> 02:59:36.670]  This is my babesia and all these things that he was going through.
[02:59:36.670 --> 02:59:40.350]  And that guy has been tortured and tormented by all these things.
[02:59:40.350 --> 02:59:42.590]  Thank God I see him doing good with a child.
[02:59:42.590 --> 02:59:44.350]  I'm so fucking happy for him.
[02:59:44.350 --> 02:59:47.790]  I don't even know the gentleman, but I just know the person that he is.
[02:59:47.790 --> 02:59:50.510]  And I've been following his story.
[02:59:50.510 --> 02:59:55.790]  So it's like, man, this here is like, it's proven.
[02:59:55.790 --> 02:59:57.790]  He got off all those medications.
[02:59:57.790 --> 03:00:01.230]  I mean, I guess he still has to do really heavy RSOs.
[03:00:01.230 --> 03:00:03.390]  But like, this is the medicine.
[03:00:03.390 --> 03:00:04.750]  This is what we need to embrace.
[03:00:04.750 --> 03:00:12.110]  So like, you know, mad respect and much health, strength, and prosperity to him and his family.
[03:00:12.910 --> 03:00:15.390]  But you know, and it's because of this plant.
[03:00:16.510 --> 03:00:16.990]  Yes.
[03:00:16.990 --> 03:00:18.110]  And that's cool to see.
[03:00:18.670 --> 03:00:24.110]  And that, you know, there can be a connection to amongst other people that this plant has
[03:00:24.110 --> 03:00:24.990]  really been helping.
[03:00:25.630 --> 03:00:28.270]  So those are the ones that we do got to get for free.
[03:00:28.270 --> 03:00:29.710]  We do got to get those out.
[03:00:29.710 --> 03:00:31.070]  Johnny Appleseed that shit.
[03:00:31.070 --> 03:00:31.630]  Spread it.
[03:00:31.630 --> 03:00:32.350]  Don't hoard it.
[03:00:33.390 --> 03:00:35.790]  And that's what Kevin was doing.
[03:00:35.790 --> 03:00:36.910]  Was he was spreading it?
[03:00:36.910 --> 03:00:39.070]  He heard of this guy who could use it.
[03:00:39.070 --> 03:00:40.430]  He said, let me give it to you.
[03:00:40.990 --> 03:00:44.430]  I was asking for him to give it directly to the other people.
[03:00:44.430 --> 03:00:44.990]  You know what I mean?
[03:00:45.710 --> 03:00:48.430]  I was like, not asking for it.
[03:00:48.430 --> 03:00:49.870]  I just, I know it can help.
[03:00:50.510 --> 03:00:52.270]  Just putting that thought in your head.
[03:00:53.710 --> 03:00:54.350]  Yeah.
[03:00:54.350 --> 03:00:58.510]  But yeah, and then he gave me the Gosney and it's like, oh, now, you know, that's.
[03:01:00.110 --> 03:01:01.390]  Yes, blessings, blessings.
[03:01:01.390 --> 03:01:04.430]  And I was like, I'm going to share these with Alex and Joe and we'll definitely have to
[03:01:05.310 --> 03:01:07.870]  do something with these somehow all together.
[03:01:07.870 --> 03:01:10.110]  Because yeah.
[03:01:10.110 --> 03:01:10.910]  Yeah.
[03:01:10.910 --> 03:01:11.870]  It's coming.
[03:01:11.870 --> 03:01:14.190]  We'll be popping plenty of good gear here.
[03:01:16.110 --> 03:01:17.870]  That's why I almost felt like I failed.
[03:01:17.870 --> 03:01:22.430]  I failed Kevin when we heard from Sticky Richie and he's like, I open pollinated all this
[03:01:22.430 --> 03:01:23.070]  and this and that.
[03:01:23.070 --> 03:01:25.790]  And I'm just like, oh, thank you.
[03:01:27.550 --> 03:01:30.510]  So it's going to be the work that he's gotten into.
[03:01:30.510 --> 03:01:33.790]  Hopefully in the next couple of weeks here, we'll be making a little visit out to him
[03:01:33.790 --> 03:01:34.350]  there.
[03:01:34.350 --> 03:01:38.590]  I got to get ahold of him here this weekend and we'll see if we could pick a date here
[03:01:38.590 --> 03:01:39.950]  for a little farm visit soon.
[03:01:39.950 --> 03:01:45.710]  And we'll, I'll pack up my jars, you pack up yours and we'll see what it all ricks up
[03:01:45.710 --> 03:01:46.030]  to.
[03:01:46.030 --> 03:01:49.630]  And, you know, he's got some flavors he wants to sample us out on.
[03:01:49.630 --> 03:01:55.550]  And the seed list he sent was admirable to say the least.
[03:01:57.150 --> 03:01:57.390]  Yes.
[03:01:59.390 --> 03:02:03.950]  Guys, you guys are walking into a candy store.
[03:02:03.950 --> 03:02:04.670]  Sounds like.
[03:02:04.670 --> 03:02:05.870]  Let me see if I can.
[03:02:05.870 --> 03:02:08.350]  Let me see if I can.
[03:02:08.350 --> 03:02:10.030]  I hope he doesn't mind us talking about it.
[03:02:10.030 --> 03:02:15.630]  We really, he's, you know, he's inspiring us even deeper to do like, I don't know.
[03:02:15.630 --> 03:02:20.110]  I think he's like, I live on a small 40 acre farm or something.
[03:02:22.590 --> 03:02:23.150]  Okay.
[03:02:23.150 --> 03:02:24.510]  I'm here in the bricks.
[03:02:24.510 --> 03:02:26.030]  Like I'm here in the suburbs.
[03:02:28.190 --> 03:02:30.830]  I got four feet between my house and the neighbors.
[03:02:32.190 --> 03:02:32.430]  Yeah.
[03:02:33.150 --> 03:02:34.110]  40 acres.
[03:02:34.110 --> 03:02:36.030]  It's actually 10, but yeah, you're close.
[03:02:36.990 --> 03:02:42.110]  So, yeah, man, much respect to all these people that, you know, are doing it, that are doing
[03:02:42.110 --> 03:02:42.670]  this work.
[03:02:43.950 --> 03:02:53.550]  I just want to, you know, give props and take part in, you know, advance this plant in any
[03:02:53.550 --> 03:02:55.070]  small part in any way I can.
[03:02:55.710 --> 03:02:59.310]  You know, that's kind of like, I realized this is kind of my mission in life now.
[03:02:59.310 --> 03:03:03.470]  I don't know, you know, I don't know if I'm going to be able to do it.
[03:03:04.430 --> 03:03:12.430]  You know, it's almost like when we get talking, it's very religious almost, but like, that's
[03:03:12.430 --> 03:03:17.150]  kind of how we, yeah, man, all these people.
[03:03:18.910 --> 03:03:19.390]  Together.
[03:03:20.270 --> 03:03:27.150]  And it is, it is to a level, it can get religious sometimes, not necessarily religious all the
[03:03:27.150 --> 03:03:32.830]  way, but I mean, it is, it's a huge part of our lives and it's like, we eat, food is our
[03:03:32.830 --> 03:03:33.310]  medicine.
[03:03:33.310 --> 03:03:35.630]  We keep saying this meant, and this is our medicine.
[03:03:35.630 --> 03:03:40.910]  And it's like, it's part of, part of who we are and plants a huge part of what we do.
[03:03:40.910 --> 03:03:46.110]  And not everybody, not everybody is a steward of the plant, but the people who aren't do
[03:03:46.110 --> 03:03:49.070]  need the ones who are, and we're all playing a role.
[03:03:50.990 --> 03:03:51.950]  It's totally true.
[03:03:51.950 --> 03:03:55.630]  There's, you know, there's some people out there and I've asked them like, so what do
[03:03:55.630 --> 03:03:56.190]  you listen to?
[03:03:56.190 --> 03:03:58.670]  And they've actually responded with, I don't like music.
[03:03:59.230 --> 03:04:01.790]  My brain can not wrap my head around that.
[03:04:01.790 --> 03:04:06.510]  I don't know whether whatever it is, any kind of rhythmic beat, I don't know how you
