[00:00.000 --> 00:02.000]  1003
[03:12:09.830 --> 03:12:12.830]  But, yeah, I know you can definitely put them outside, like I
[03:12:13.830 --> 03:12:16.830]  said, as early as March and I've finished flowering and collecting
[03:12:17.830 --> 03:12:21.830]  pollen. And that's how I had such a prolific year of pollination
[03:12:22.830 --> 03:12:23.830]  last year, was doing just that.
[03:12:28.830 --> 03:12:33.830]  Sorry, my wife was calling.
[03:12:34.830 --> 03:12:35.830]  Me.
[03:12:36.830 --> 03:12:37.830]  Any other questions?
[03:12:39.830 --> 03:12:43.830]  I'm sorry, would Mac fall into that category of the triploid,
[03:12:44.830 --> 03:12:45.830]  right? That's what he's talking about.
[03:12:47.830 --> 03:12:48.830]  Probably not.
[03:12:49.830 --> 03:12:52.830]  I'm guessing Mac is not a triploid.
[03:12:54.830 --> 03:12:55.830]  You know, triple.
[03:12:55.830 --> 03:12:59.830]  I mean, you might be able to find triploids in Mac seeds, but I
[03:12:59.830 --> 03:13:00.830]  doubt anyone would keep those clones.
[03:13:01.830 --> 03:13:04.830]  They're just very slow growing and not not generally impressive.
[03:13:06.830 --> 03:13:09.830]  And let's see if there are any last questions.
[03:13:16.210 --> 03:13:17.210]  Three hours and 13 minutes in.
[03:13:20.210 --> 03:13:23.210]  So in addition to me, one of you making a Hawaiian road trip.
[03:13:26.210 --> 03:13:28.210]  Don Irie, if that's an invitation to Kauai.
[03:13:29.210 --> 03:13:30.210]  I'm not sure.
[03:13:30.210 --> 03:13:31.210]  Next week, my friend.
[03:13:31.210 --> 03:13:35.210]  I mean, I would love to to head out there and smoke some island bud
[03:13:36.210 --> 03:13:37.210]  and get to see some island plants.
[03:13:38.210 --> 03:13:41.210]  And, you know, I've heard nothing but good things about the Hawaiian
[03:13:42.210 --> 03:13:44.210]  people. So I would love to come see the culture.
[03:13:45.210 --> 03:13:46.210]  I've never been down there.
[03:13:47.210 --> 03:13:48.210]  So do you know there are any.
[03:13:49.210 --> 03:13:50.210]  Let me know about Kauai, Don Irie.
[03:13:54.830 --> 03:13:56.830]  Do you do any home tissue culture in?
[03:13:58.830 --> 03:13:59.830]  I don't know.
[03:13:59.830 --> 03:14:01.830]  And the only reason I don't is because I'm ignorant to it.
[03:14:02.830 --> 03:14:07.830]  I've got a book on tissue culture and I just have not taken the time
[03:14:09.830 --> 03:14:12.830]  to sit down and get hands on experience and learn about it.
[03:14:13.830 --> 03:14:18.830]  So I do think tissue culture is going to be the future of genetic
[03:14:19.830 --> 03:14:20.830]  libraries.
[03:14:21.830 --> 03:14:24.830]  I think it'd be a great boon to guys like me who could just keep
[03:14:24.830 --> 03:14:27.830]  tons of cultivars around without, you know,
[03:14:28.830 --> 03:14:31.830]  a dedicated veg space or all the hassle that comes with repeated
[03:14:32.830 --> 03:14:33.830]  cloning.
[03:14:34.830 --> 03:14:37.830]  So, no, I don't do tissue culture and I really wish I did.
[03:14:38.830 --> 03:14:39.830]  And I wish I knew how.
[03:14:43.830 --> 03:14:44.830]  We got a Dutch.
[03:14:48.230 --> 03:14:49.230]  Cultivar question.
[03:14:51.230 --> 03:14:54.880]  I'm not sure if I'm going to be able to answer that.
[03:14:54.880 --> 03:14:55.880]  Cultivar question.
[03:14:58.880 --> 03:15:00.880]  Do I think about Dutch cannabis quality?
[03:15:01.880 --> 03:15:02.880]  You know, it's like everywhere else.
[03:15:03.880 --> 03:15:04.880]  There's very high quality stuff.
[03:15:05.880 --> 03:15:08.880]  There's very bad quality stuff and there's everything in between.
[03:15:10.880 --> 03:15:15.880]  That being said, they definitely do have a,
[03:15:16.880 --> 03:15:17.880]  you know, they do have a.
[03:15:20.880 --> 03:15:22.880]  Sorry, dude, I shouldn't watch the comments while I answer this.
[03:15:22.880 --> 03:15:23.880]  What was the question again? I'm all stoned.
[03:15:24.880 --> 03:15:25.880]  I don't remember.
[03:15:26.880 --> 03:15:27.880]  Oh, Dutch genetics.
[03:15:29.880 --> 03:15:30.880]  Sorry?
[03:15:31.880 --> 03:15:32.880]  I think Dutch genetics.
[03:15:33.880 --> 03:15:34.880]  The quality of it.
[03:15:35.880 --> 03:15:36.880]  Yeah. You know,
[03:15:37.880 --> 03:15:39.880]  it's interesting because they do sativa as well.
[03:15:40.880 --> 03:15:44.880]  I feel like they've got some really unique hazes and some,
[03:15:45.880 --> 03:15:48.880]  you know, like I said, I got to smoke pure Thai, pure Cambodian,
[03:15:49.880 --> 03:15:50.880]  pure Laotian over there.
[03:15:50.880 --> 03:15:52.880]  And there's some of the most memorable smokes in my life.
[03:15:53.880 --> 03:15:54.880]  And I mean that really genuinely,
[03:15:55.880 --> 03:15:58.880]  like I've never had anything like them since then or before then.
[03:15:59.880 --> 03:16:01.880]  So stuff like that is a total highlight.
[03:16:02.880 --> 03:16:03.880]  That being said,
[03:16:04.880 --> 03:16:07.880]  you have to look hard for stuff like that in Amsterdam.
[03:16:08.880 --> 03:16:12.880]  When you go to, and I don't know Dutch culture outside of Amsterdam.
[03:16:14.880 --> 03:16:16.880]  So it might be different in other cities,
[03:16:16.880 --> 03:16:19.880]  but my experience was the quality is pretty mediocre.
[03:16:20.880 --> 03:16:23.880]  If you want something like an OG, that's very American.
[03:16:24.880 --> 03:16:28.880]  Like you're going to get better OG in probably every state in this
[03:16:29.880 --> 03:16:30.880]  country than anywhere in Amsterdam.
[03:16:31.880 --> 03:16:34.880]  So, you know, it's really about what you're looking for.
[03:16:35.880 --> 03:16:38.880]  If you want something older, like the AK, the skunk one,
[03:16:39.880 --> 03:16:40.880]  you're going to get better OG.
[03:16:41.880 --> 03:16:42.880]  And if you want something older,
[03:16:42.880 --> 03:16:45.880]  like the AK, the skunk one, yeah, there you go.
[03:16:46.880 --> 03:16:49.880]  Neville's, Hayes, yeah, everything I just mentioned, right.
[03:16:50.880 --> 03:16:53.880]  Sativa's, Hayes, skunk, like all the old stuff.
[03:16:54.880 --> 03:16:57.880]  The Netherlands is a great, great place to go.
[03:16:59.880 --> 03:17:01.880]  You know, you can find all those seeds.
[03:17:02.880 --> 03:17:04.880]  They've been breeding those seeds for forever.
[03:17:05.880 --> 03:17:07.880]  And all those genetics are alive and well over there.
[03:17:08.880 --> 03:17:11.880]  So, you know, it's really about what you're looking for.
[03:17:12.880 --> 03:17:13.880]  It's just a unique place.
[03:17:14.880 --> 03:17:15.880]  It's kind of a bubble.
[03:17:16.880 --> 03:17:17.880]  But yeah, they've got some really unique Sativas.
[03:17:18.880 --> 03:17:20.880]  They've got import hash, which is cool.
[03:17:21.880 --> 03:17:23.880]  You know, as an American, we don't get, obviously,
[03:17:24.880 --> 03:17:25.880]  hash from the Middle East imported.
[03:17:26.880 --> 03:17:29.880]  And so it was cool for me to get over there and smoke, you know,
[03:17:30.880 --> 03:17:33.880]  all the import hash and get to experience some of that.
[03:17:34.880 --> 03:17:38.880]  But, you know, if you're after flower and you're like,
[03:17:39.880 --> 03:17:40.880]  consider yourself a flower connoisseur,
[03:17:40.880 --> 03:17:43.880]  I think that you can do a lot better, you know,
[03:17:44.880 --> 03:17:47.880]  on the West Coast of the United States than you could in the Netherlands.
[03:17:48.880 --> 03:17:53.140]  Just smoking, you know.
[03:17:54.140 --> 03:17:55.140]  Yeah, man. Well said.
[03:17:56.140 --> 03:18:02.120]  Well, my boys upstairs, I can hear him jumping up and down on the bed.
[03:18:03.120 --> 03:18:05.120]  So I appreciate your time, Jim.
[03:18:06.120 --> 03:18:07.120]  If nobody has any other questions,
[03:18:08.120 --> 03:18:10.120]  we can kind of do some house cleaning if you want, Peter,
[03:18:11.120 --> 03:18:13.120]  and wrap it up.
[03:18:13.120 --> 03:18:15.120]  What's today, Thursday?
[03:18:16.120 --> 03:18:21.120]  Yeah, my mind's, I haven't eaten anything all day.
[03:18:22.120 --> 03:18:23.120]  It's hot.
[03:18:24.120 --> 03:18:27.120]  That's the last thing Jim and I talked about was intermittent fasting
[03:18:28.120 --> 03:18:30.120]  because I haven't eaten anything either, but I feel fantastic.
[03:18:31.120 --> 03:18:32.120]  Hell yeah.
[03:18:33.120 --> 03:18:37.120]  I've been chewing. I found a piece of, so I brought,
[03:18:38.120 --> 03:18:40.120]  I bought Gemma gum,
[03:18:40.120 --> 03:18:42.120]  and I made her try Big Red from,
[03:18:43.120 --> 03:18:45.120]  from when I was little.
[03:18:46.120 --> 03:18:49.120]  So she could experience some old school flavors,
[03:18:50.120 --> 03:18:53.120]  but, and then I found it in my desk drawer.
[03:18:54.120 --> 03:18:55.120]  So that's what I've been.
[03:18:56.120 --> 03:18:57.120]  I barely ever chew gum,
[03:18:58.120 --> 03:19:01.120]  but chewing some Big Red for the past three hours.
[03:19:02.120 --> 03:19:04.120]  And it has zero taste right now.
[03:19:05.120 --> 03:19:07.120]  But I'm going to try it.
[03:19:07.120 --> 03:19:10.120]  I think Mr. Toad's going to do, and by the way, Mr. Toad,
[03:19:11.120 --> 03:19:12.120]  if you bowed out,
[03:19:13.120 --> 03:19:16.120]  Jim had some very kind things to say about you as a breeder.
[03:19:17.120 --> 03:19:22.120]  And he's hopefully going to do an STS tutorial with Alex Hardy
[03:19:23.120 --> 03:19:27.120]  as his student who can ask these smart questions
[03:19:28.120 --> 03:19:30.120]  that I definitely cannot ask.
[03:19:31.120 --> 03:19:33.120]  So I'm going to try to do a little bit of a,
[03:19:33.120 --> 03:19:36.120]  I'm going to ask the smart questions that I definitely cannot ask.
[03:19:37.120 --> 03:19:41.120]  And what are we, Brian, next, next Thursday, we have,
[03:19:42.120 --> 03:19:45.120]  someone asked about Steve Cantwell. When's he coming back on?
[03:19:46.120 --> 03:19:49.120]  So that would be next week. We're going to talk about,
[03:19:50.120 --> 03:19:54.120]  I see a few other people out there, maybe in good, in goodwill,
[03:19:55.120 --> 03:19:59.120]  but it seems like they're going out of their way to work with sales brands.
[03:20:00.120 --> 03:20:02.120]  The salesman is the one that's educating.
[03:20:03.120 --> 03:20:06.120]  And so I got a lot of questions about indoor lighting.
[03:20:07.120 --> 03:20:10.120]  And so I reached out to three guys that are currently growing,
[03:20:11.120 --> 03:20:12.120]  not just trying to sell lights.
[03:20:13.120 --> 03:20:14.120]  So we have Green Bodhi coming back on the show.
[03:20:15.120 --> 03:20:16.120]  All three of these guys have already been on the show, by the way.
[03:20:17.120 --> 03:20:19.120]  So shout out to Green Bodhi, shout out to Steve Cantwell,
[03:20:20.120 --> 03:20:21.120]  and shout out to Joshua Steensland.
[03:20:22.120 --> 03:20:24.120]  So next week we'll be talking with three of the guys, like I said,
[03:20:25.120 --> 03:20:29.120]  that I feel like are not only being pioneers with their respective
[03:20:29.120 --> 03:20:33.120]  growing methods and that kind of stuff, but also a voice in this community.
[03:20:34.120 --> 03:20:37.120]  And I'm excited to hear three of their opinions on this kind of stuff,
[03:20:38.120 --> 03:20:41.120]  because I don't want to speak for them, but I do feel like, you know,
[03:20:42.120 --> 03:20:43.120]  they're kind of the future of this.
[03:20:44.120 --> 03:20:45.120]  And so if they're running with all of this technology,
[03:20:46.120 --> 03:20:49.120]  then I feel like the community needs to listen to three of my, again,
[03:20:50.120 --> 03:20:52.120]  my opinion, some of the brightest minds on the subject.
[03:20:53.120 --> 03:20:55.120]  That's not a salesman. That's not somebody that's going to be out there
[03:20:56.120 --> 03:20:57.120]  just trying to bullshit you. So you buy their brand.
[03:20:57.120 --> 03:21:00.120]  They're going to actually talk about their experiences,
[03:21:01.120 --> 03:21:03.120]  which I feel like is invaluable, especially if you're starting out.
[03:21:04.120 --> 03:21:06.120]  Well, it's also interesting to hear the perspective of,
[03:21:07.120 --> 03:21:10.120]  I think it'd be cool to get a, maybe not this time, but a home grower too,
[03:21:11.120 --> 03:21:13.120]  because I feel like if you're growing for commercial, well,
[03:21:14.120 --> 03:21:18.120]  actually I guess Josh is like, Steve's a commercial grower,
[03:21:19.120 --> 03:21:22.120]  but the other guys are kind of doing smaller scale stuff just because
[03:21:22.120 --> 03:21:26.120]  there's such a flood of like super cheap LED brands.
[03:21:27.120 --> 03:21:29.120]  And then you have the more expensive LED brand, you have the HPS.
[03:21:30.120 --> 03:21:31.120]  So it's like, if you're a home grower,
[03:21:32.120 --> 03:21:34.120]  can you just buy some cheap lights and get by,
[03:21:35.120 --> 03:21:38.120]  if you have kind of your soil humming and other stuff and save money on that
[03:21:39.120 --> 03:21:40.120]  front?
[03:21:41.120 --> 03:21:42.120]  Especially on the,
[03:21:43.120 --> 03:21:46.120]  at the commercial level because if you are running double enders or something
[03:21:47.120 --> 03:21:49.120]  like that, just the cooling aspects alone become a nightmare.
[03:21:49.120 --> 03:21:52.120]  So, you know, if you were going to talk about LEDs,
[03:21:53.120 --> 03:21:54.120]  then who else would you want to learn from?
[03:21:55.120 --> 03:21:59.120]  So I, I'm so excited that all three of them wanted to be a part of this.
[03:22:00.120 --> 03:22:04.120]  And do you have a commercial operation or are you just doing stuff at home?
[03:22:05.120 --> 03:22:09.120]  No, I don't. So yeah, I'm a total home grower.
[03:22:10.120 --> 03:22:14.120]  You know, I, I don't have any indoor garden right now,
[03:22:15.120 --> 03:22:18.120]  but generally generally I have at least one and I've got a couple of
